135.4,1.186,0,5,359.7,zero,0.271,5.599998474,pond,0.19,42.9597168,-72.01245117,0.019,0.026,one,low,1.036,25,5.663
18,0.82,0,10,261.8,zero,0.573,12.19999695,lake,0.917,46.44055176,-85.6963501,0.04,0.191,zero,low,1.196,15,3.16
226,1.39,0.001,115,364.2,zero,0.55,4.099998474,lake,0.388,46.48052979,-91.24578857,0.08,0,zero,low,0.871,10,2.41
64.5,0.9,0,60,356.6,zero,0.41,10,lake,0.074,46.35693359,-91.5791626,0.034,0.0605,zero,low,0.867,10,2.38
22,0.71,0,15,492.6,zero,0.55,7.199996948,lake,0.144,46.03192139,-89.82635498,0.039,0.022,zero,low,0.885,10,2.73
114,1.049,0,5,508.1,one,0.223,11.3999939,lake,0.048,41.027771,-75.61248779,0.018,0.04,one,low,0.702,20,4.492
242,1.46,0,235,442,one,0.22,8.899993897,lake,0.087,48.02081299,-92.04162598,0.03,0.088,one,low,0.785,5,1.05
44,0.79,0.003,80,501.1,zero,0.69,5.199996948,lake,0.097,46.0958252,-89.58331299,0.01,0.128,zero,low,0.885,10,0.61
46,0.74,0,25,522.4,zero,0.41,37.29998779,lake,1.575,46.17108154,-89.31304932,0,0,one,low,0.885,10,3.06
25,0.77,0,20,489.2,zero,0.4,18.19999695,lake,0.296,45.79360962,-89.49304199,0.06,0.038,zero,low,0.885,10,2.57
19,0.69,0,30,480.1,zero,0.67,4.799999237,lake,0.096,45.715271,-89.38470459,0.01,0,zero,low,0.885,10,1.74
11,0.77,0.001,10,364.9,zero,0.26,4.5,lake,0.407,46.8347168,-88.87969971,0.03,0,zero,low,0.875,15,2.96
23,1.01,0.001,25,501.4,zero,0.69,8.899993897,lake,0.252,45.47305298,-89.2019043,0.128,0.268,zero,low,0.885,10,3.4
31,1.56,0,40,376.7,zero,0.837,4.5,lake,0.217,44.99221802,-84.4977417,0.03,0,zero,low,0.686,10,3.86
113,0.94,0,65,523,zero,0.53,24.69999695,lake,1.158,46.18887329,-89.25,0.07,0.209,zero,low,0.885,10,2.44
200.2,1.655,0.002,250,448.1,one,0.459,4,pond,0.017,41.2527771,-75.19439697,0.412,0.121,one,low,0.803,20,3.005
61,0.9,0,70,328,zero,0.35,31.09999085,lake,0.188,46.1986084,-91.73883057,0.09,0.165,zero,low,0.867,10,1.12
34,0.87,0,15,504.5,zero,0.33,15.8999939,lake,0.317,46.02359009,-89.27496338,0.01,0.013,zero,low,0.885,10,3.11
44,1.15,0.001,40,486.2,zero,0.78,7.799999237,lake,0.387,45.69665527,-89.53466797,0.05,0.007,zero,low,0.885,10,3.17
308,1.964,0,125,8.5344,zero,1.661,13.5,pond,0.288,41.27359009,-70.0166626,0.02,0.026,few,low,0.92,20,7.798
40.9,0.945,0,10,14.3256,zero,0.734,14.3999939,pond,0.247,41.80413818,-70.61248779,0.015,0.012,zero,low,0.952,20,6.272
28,1.92,0.001,10,619.1,one,0.12,22.59999085,lake,0.189,41.43054199,-76.27081299,0.05,0.061,one,low,0.698,15,5.02
41,1.44,0.001,20,525.5,zero,0.51,40.09997559,lake,2.493,46.215271,-89.24163818,0.01,0.043,one,low,0.885,10,5.16
155.1,2.345,0.001,60,522.7,many,0.215,89.69995117,lake,1.54,41.16665649,-75.52911377,0.058,0.107,one,low,0.705,20,5.867
23,0.71,0,17,440.7,zero,0.46,7.099998474,lake,0.132,46.15414429,-91.0333252,0.03,0.002,zero,low,0.882,10,2.59
35,0.92,0.001,20,413,zero,0.71,18,lake,1.704,46.57275391,-88.78192139,0.01,0.043,zero,low,0.886,15,3.54
16,0.96,0,10,36,zero,0.68,10,pond,0.237,41.92138672,-70.70666504,0,0.131,one,low,0.956,20,5.52
83.7,0.811,0.001,70,271.3,zero,0.635,6.399997711,pond,0.045,42.49777222,-72.41912842,0.024,0,one,low,1.018,20,2.824
203.7,1.294,0,95,139.3,zero,0.006,21.3999939,lake,0.089,45.54998779,-67.7208252,0.135,0.003,one,low,1.287,15,1.964
359.6,1.384,0.001,105,21,one,0.229,25.09999085,pond,0.28,44.77914429,-67.30828857,0.027,0.003,one,low,1.8,25,2.64
143,1.48,0,30,346,few,0.21,9,lake,0.075,41.18887329,-75.16802979,0,0.034,one,low,0.816,20,6.9
29,1.515,0,22.5,484.9,zero,0.76,96.5,lake,2.06,45.4708252,-88.92077637,0,0,zero,low,0.885,10,6.415
33,1.12,0.002,30,514.5,zero,0.86,4.099998474,lake,0.127,45.42498779,-89.5333252,0.1,0.039,zero,low,0.885,10,3.4
39,2.04,0,15,520.9,zero,0.74,28.79998779,lake,0.521,45.5819397,-89,0,0.025,zero,low,0.885,10,8.15
94.5,1.777,0.001,10,545.6,one,0.342,77.79998779,lake,2.094,43.96664429,-74.86663818,0.027,0.26,one,low,0.911,25,6.256
72.5,1.086,0,15,606.6,one,0.491,15,swamp,0.111,41.215271,-75.67077637,0.051,0.012,one,low,0.699,20,5.585
34.9,0.82,0.001,10,19.5072,zero,0.543,8.099998474,pond,0.274,41.85220337,-70.60467529,0.014,0.001,zero,low,0.953,20,6.126
22,0.81,0,20,489.2,zero,0.38,33.19998169,lake,0.893,45.95553589,-89.79162598,0.1,0.229,zero,low,0.885,10,2.39
92.3,0.934,0.001,25,66.8,few,0.269,98.89996338,pond,3.029,43.17498779,-71.06665039,0.026,0.036,one,low,0.962,15,3.951
123.2,2.38,0.001,5,619.4,one,0.783,5,lake,0.128,41.43609619,-75.51245117,0.018,0.005,zero,low,0.71,20,9.431
79.1,0.884,0.001,10,53.6,few,0.194,10,pond,0.436,43.22692871,-70.72772217,0.026,0.019,one,low,0.958,15,3.816
101.8,0.882,0.002,25,292.3,one,0.656,11.69999695,reservoir,0.38,42.93469238,-72.21661377,0.051,0.017,one,low,1.025,20,4.932
38,0.87,0.001,25,509.3,zero,0.49,5.899997711,lake,0.301,46.1013794,-89.2263794,0.13,0.028,zero,low,0.885,10,2.99
53.3,0.668,0,10,74.1,zero,0.255,23.69999695,pond,1.825,44.53387451,-68.17022705,0.01,0.049,one,low,1.299,25,3.066
39,0.75,0.001,20,26.8224,zero,0.83,5,pond,0.09,41.8999939,-70.6416626,0.01,0.091,one,low,0.955,20,4.97
64.5,2.219,0.001,5,406.3,few,0.438,22,lake,0.439,41.11248779,-75.76940918,0.017,0.015,one,low,0.699,20,4.891
144,0.694,0.001,5,26.8,zero,0.181,11.59999847,pond,0.312,29.55360413,-82.03692627,0.008,0.078,zero,low,1.2,5,3.31
56.2,1.634,0.001,5,237.7,zero,0.25,7,pond,0.159,44.41525269,-70.26245117,0.014,0.062,one,low,0.959,20,5.817
23.9,0.765,0.001,10,8.8392,one,0.748,11.5,pond,0.16,41.70553589,-70.11108398,0.035,0.237,few,low,0.944,20,5.501
17,1.27,0.001,15,477,zero,0.72,24.5,lake,1.069,45.59164429,-89.41662598,0.02,0.061,zero,low,0.885,10,4.84
292,1.95,0.007,99,361.2,zero,0.52,4.199996948,lake,0.136,46.49359131,-91.24163818,0.14,0.059,one,low,0.871,10,2.6
175.8,1.909,0.001,85,149.4,one,0.121,9.399993897,pond,0.131,45.2583313,-69.39440918,0.035,0.031,one,low,0.983,20,3.226
180.8,2.086,0.005,50,454.5,one,0.212,21,pond,0.263,44.5249939,-74.59997559,0.061,0.466,one,low,0.927,20,5.142
35,0.98,0.001,10,488,zero,0.52,43.59997559,lake,1.295,46.01831055,-89.91333008,0.02,0.093,zero,low,0.885,10,3.09
126.7,2.085,0.001,95,395.3,zero,0.153,4.299999237,pond,0.054,41.34997559,-74.90551758,0.024,0.086,one,low,1.01,20,4.992
21,0.825,0.001,17.5,336.2,zero,0.51,8.599998474,lake,0.132,46.68499756,-91.05828857,0.055,0.0755,zero,low,0.87,15,3.345
56,1.07,0.001,45,510.2,zero,0.55,18.69999695,lake,0.954,46.19720459,-89.60827637,0.01,0,zero,low,0.885,10,3.14
125,1.8,0.005,85,483.1,few,0.88,13.09999847,lake,1.149,46.31555176,-89.07415772,0.07,0.232,zero,low,0.885,10,3.67
12,0.76,0.002,21,344.4,zero,0.54,9.5,lake,0.256,46.53942871,-91.46411133,0,0,zero,low,0.862,10,2.3
22,0.7,0.001,25,517.9,zero,0.38,6.199996948,lake,0.175,46.1638794,-89.4486084,0,0,zero,low,0.885,10,1.6
103,0.96,0.001,74,297.2,zero,1.04,10.5,lake,0.083,45.89471436,-92.20800781,0.51,0.297,zero,low,0.838,5,3.22
115.6,1.127,0.001,10,662.6,zero,0.147,6,pond,0.05,44.86663818,-70.55828857,0.015,0.013,one,low,1.002,25,3.676
158,1.36,0.001,98.5,413.6,zero,1.04,9.899993897,lake,0.11,47.3916626,-92.5222168,0.025,0.1115,zero,low,0.798,5,2.48
81,1.39,0.003,55,522.7,one,0.76,7.399997711,lake,0.209,46.0874939,-89.11804199,0.05,0.007,one,low,0.885,10,3.86
14,2.44,0,15,480.1,zero,0.7,10.8999939,lake,0.187,45.68331909,-89.46386719,0.03,0,zero,low,0.885,10,2.66
474.5,1.31,0.005,200,19.8,zero,0.552,4.199996948,pond,0.047,43.99719238,-69.35412598,0.118,0.078,one,low,0.973,20,2.783
14,1.05,0.002,10,501.4,zero,0.34,13,lake,0.772,45.99914551,-89.63330078,0.01,0.031,zero,low,0.885,10,3.96
104.4,1.727,0.003,55,179.5,one,0.546,17.29998779,pond,0.851,42.6333313,-72.23327637,0.037,0.015,one,low,1.017,20,4.812
157,3.87,0.009,145,223.4,one,0.631,3.799999237,lake,0.016,46.27722168,-84.50219727,0.06,0.348,one,low,1.145,15,1.11
79,1.92,0.001,65,263,zero,0.36,10.59999847,lake,0.059,46.50665283,-86.07220459,0.039,0.269,zero,low,1.173,15,3.94
15,2.63,0.141,79,373.4,zero,2.6,4.399997711,lake,0.155,45.71691895,-91.84832764,0.04,0.038,zero,low,0.856,5,0.27
30,1.14,0.001,20,477.6,zero,0.83,11.5,lake,0.325,45.57858276,-89.43469238,0.02,0.112,zero,low,0.885,10,3.64
5,0.82,0.001,22,328,zero,0.51,54.29998779,lake,0.454,45.24664307,-91.46661377,0.01,0,zero,low,0.855,5,3
10,0.9,0.001,5,32.6136,zero,0.52,8.299995422,pond,0.22,41.8861084,-70.69580078,0.01,0.015,one,low,0.955,20,5.91
9.2,1.075,0.014,30,8.2296,zero,0.802,4.199996948,pond,0.019,41.60916138,-70.58605957,0.022,0.002,zero,low,0.946,20,4.373
66,1.39,0.002,45,516.3,zero,0.39,5.899997711,lake,0.192,46.26803589,-89.50274658,0.08,0.112,zero,low,0.885,10,3.46
796.8,2.935,0.003,175,295.7,zero,0.538,19.69999695,pond,0.055,46.21664429,-69.34716797,0.037,0.015,one,low,1.022,20,1.842
35,2.31,0.004,10,396.5,one,0.36,30,pond,2.631,41.31109619,-74.92913818,0.01,0.04,one,low,0.995,20,7.39
180,1.81,0.008,68,399.3,one,0.32,17.09999085,lake,0.968,48.23886108,-92.19580078,0.03,0.192,one,low,0.724,5,3.91
42,0.92,0.001,18,327.7,zero,0.65,12.8999939,lake,0.239,46.66192627,-91.05413818,0.04,0.073,zero,low,0.87,15,3.81
119,1.67,0.004,60,527.3,zero,0.33,26,lake,1.134,46.62554932,-88.19024658,0,0.023,one,low,0.903,15,4.03
251,1.49,0.003,110,449.6,zero,0.36,21.09999085,lake,0.48,47.97692871,-92.02911377,0.01,0.185,one,low,0.789,5,3.47
36,1.44,0.008,25,406,zero,0.92,10.8999939,lake,0.926,46.55859375,-88.75494385,0.01,0,zero,low,0.886,15,3.8
38,0.97,0.002,25,381.6,zero,0.32,9,lake,0.092,46.98248291,-88.7185669,0,0.044,zero,low,0.864,15,2.71
162,2.24,0.004,125,217.9,zero,0.3,4.799999237,lake,0.022,45.90777588,-86.44940186,0.54,0.265,zero,low,0.838,15,4.07
35,2.13,0.003,20,199.644,one,0.57,6.5,pond,0.048,42.44830322,-71.84716797,0,0.019,one,low,0.982,25,5.25
45,0.94,0.013,40,424,one,1.02,7.099998474,lake,0.359,46.5874939,-88.78466797,0.01,0.109,one,low,0.885,15,1.84
18,0.94,0.003,20,467.9,zero,0.98,4.199996948,lake,0.119,45.37496948,-88.98522949,0.038,0,zero,low,0.885,10,3.37
65,1.8,0.013,110,478.5,zero,0.4,9.699996948,lake,0.248,46.44552612,-87.99578857,0.03,0.089,one,low,0.913,15,3.99
21,0.7,0.007,25,518.5,zero,0.29,4.5,lake,0.127,46.16888428,-89.1574707,0,0,zero,low,0.885,10,0.6
28,0.57,0.003,26,347.8,zero,0.72,6.699996948,lake,0.078,46.50802612,-91.652771,0,0,zero,low,0.856,10,2.44
17,1.16,0.003,15,486.8,zero,0.63,17.19999695,lake,1.165,46.01248169,-90.02081299,0.05,0.372,zero,low,0.885,10,3.49
294,1.69,0.001,105,330.7,zero,0.77,9.899993897,lake,0.096,46.36859131,-91.1361084,0.04,0,zero,low,0.877,10,2.46
102.9,3.513,0.073,90,129.5,one,0.357,4.5,pond,0.019,44.34164429,-70.35412598,0.036,0.024,zero,low,0.96,20,2.368
149,2.25,0.005,110,527.3,one,0.3,5.099998474,lake,0.085,46.63165283,-88.08190918,0,0.025,zero,low,0.909,15,3.63
76,1.37,0.005,25,187.452,few,0.49,15,pond,0.084,42.48330689,-71.8291626,0,0.035,one,low,0.982,20,5.03
514,1.41,0.002,115,433.7,few,0.32,161.3999023,lake,0.674,48.02914429,-92.02496338,0,0.141,one,low,0.785,5,2.36
272,1.55,0.003,130,449.9,few,0.24,25.29998779,lake,0.176,47.95275879,-92.13745117,0,0.344,zero,low,0.789,5,3.6
41,0.995,0.002,10,612.7,zero,0.405,35.5,swamp,0.346,41.22470093,-75.66717529,0.011,0.033,one,low,0.699,20,4.872
52,0.91,0.007,42,350.5,zero,0.56,8.099998474,lake,0.135,46.52081299,-91.47912598,0,0,zero,low,0.862,10,1.27
269,1.74,0.004,108,438.9,zero,0.364,15.3999939,lake,0.393,48,-91.87915039,0.01,0.016,zero,low,0.789,5,2.72
18.5,1.145,0.008,30,336.2,zero,0.205,13.69999695,lake,0.153,46.22497559,-91.65551758,0.035,0.0685,one,low,0.869,10,1.74
27,0.7,0.001,15,504.5,zero,0.9,29.5,lake,0.958,45.96664429,-89.19995117,0.04,0,zero,low,0.885,10,2.74
55.2,1.355,0.005,10,136.8552,one,0.738,7.099998474,pond,0.03,41.77276611,-71.66052246,0.016,0,one,low,0.96,20,5.584
138.5,2.088,0.004,35,294.4,one,0.391,15.69999695,pond,0.131,43.92749023,-75.32830811,0.027,0.545,one,low,0.898,30,5.595
26.4,0.642,0.003,5,20.1168,zero,0.536,6.799999237,pond,0.151,41.81665039,-70.67498779,0.012,0,one,low,0.953,20,5.602
279.1,2.813,0.001,55,580.3,few,0.406,66.59997559,lake,7.355,43.7666626,-74.62493897,0.035,0.444,one,low,0.908,30,7.066
94,4.936,0.006,100,29.3,one,1.938,8.899993897,lake,0.124,28.59082031,-81.80828857,0.017,0.098,one,low,1.231,5,4.92
235.5,2.085,0.004,30,133.8072,few,1.035,44.19998169,reservoir,0.431,41.96942139,-71.72912598,0,0,one,low,0.961,20,6.785
40.2,0.433,0.002,5,78,zero,0.321,13.09999847,lake,0.334,44.9083252,-67.8916626,0.018,0.003,zero,low,1.321,25,2.206
176,1.52,0.005,100,445.6,one,0.31,23.59999085,lake,0.471,47.95553589,-92.07495117,0.01,0.064,one,low,0.789,5,2.52
228,3.852,0.003,100,32.6,few,1.26,188,lake,2.966,27.52804565,-81.48413086,0.022,0.189,one,low,1.431,10,9.68
34,2.22,0.003,30,628.2,zero,0.21,37.19998169,pond,0.898,41.42636108,-76.28747559,0.02,0.083,one,low,0.698,15,4.92
17,0.99,0.006,15,483.1,zero,0.67,6.299999237,lake,0.24,45.82052612,-89.60302734,0.05,0.076,zero,low,0.885,10,2.99
14,1.14,0.008,16,420.9,zero,0.75,5.699996948,lake,0.201,45.75332642,-91.55609131,0.01,0,zero,low,0.869,5,3.63
15,0.96,0.006,20,484.3,zero,0.7,8.399993897,lake,0.394,46.16665649,-90.11938477,0.02,0.016,zero,low,0.885,10,2.42
