normal,510,no,yes,233.2,88,113.3,102,118,71,16.1,4,False
old,415,no,yes,109.6,108,249.3,119,321.2,101,8.3,4,True
new,408,no,no,139,99,250.7,108,286.2,87,6.1,3,False
old,415,yes,no,287.4,118,259.6,84,153.2,86,10,3,True
normal,408,no,no,152.9,119,171.2,107,257,106,12,5,False
normal,415,no,no,280,113,202.2,90,156.8,103,10.4,4,True
new,510,no,no,203.5,125,116.4,92,184.4,118,13.6,5,False
normal,415,no,no,166.7,61,179.3,88,242.7,131,6.8,7,True
normal,415,no,no,187.3,108,177.1,72,269.2,135,9.5,3,False
old,408,no,no,245.4,82,260.3,124,195.1,82,10.5,3,True
old,415,no,yes,182.8,122,212.7,119,193.8,103,11,2,False
normal,408,no,no,244.5,72,206.2,88,299.8,110,7.6,1,True
normal,510,no,no,154.5,84,216.2,91,229.8,82,13.7,3,False
old,415,yes,no,273.9,119,278.6,103,255.3,90,10.9,7,True
normal,415,no,no,195.6,111,221.5,122,182,89,10.8,1,False
normal,415,no,no,131.3,105,109.4,114,246.2,125,12.7,4,True
old,415,no,no,85.8,77,165.3,110,178.5,92,9.2,4,False
old,408,no,no,61.6,117,77.1,85,173,99,8.2,7,True
normal,415,no,no,232,80,126.1,94,109.6,117,12,6,False
old,408,yes,no,115.1,114,211.3,70,136.1,85,13.8,3,True
old,415,no,yes,200.3,68,220.4,97,253.8,116,10.5,4,False
normal,510,no,no,183.4,63,183.6,80,153.5,83,10.7,4,True
old,408,no,yes,177.1,100,194,85,253.4,124,5.2,5,False
normal,408,no,no,321.1,105,265.5,122,180.5,72,11.5,2,True
old,415,no,yes,137.4,100,176.7,83,188.2,93,10.2,6,False
normal,408,no,no,156,70,160.5,89,206.6,112,7.1,3,True
new,415,yes,no,106.6,76,147.4,89,235.8,113,9.6,8,False
new,510,no,no,169.7,115,141.4,123,253,115,10.5,3,True
new,415,no,yes,141.7,121,232.3,113,222.1,131,12,5,False
old,415,no,no,144.8,126,200.6,82,208.8,81,13.3,9,True
new,408,no,no,139.4,81,223.7,113,173.1,77,13.6,6,False
normal,510,yes,no,145,103,294.3,93,239.8,120,11,2,True
normal,408,no,no,131.6,89,137,109,256.3,107,10.2,5,False
old,415,no,no,317.1,97,224.8,70,215.1,90,13.6,2,True
old,415,no,yes,177.1,88,163.7,108,242.7,72,7.4,2,False
normal,415,no,no,213,63,176.6,71,262.6,126,9.1,1,True
old,415,no,no,223.7,73,205.2,69,282.9,51,11.1,1,False
old,408,yes,no,133.7,45,187.8,107,181.9,89,10.7,2,True
old,415,no,no,172.5,85,253.1,71,221.6,113,5.9,6,False
new,415,no,no,303.9,106,232.2,54,147.1,76,5.8,3,True
old,415,no,yes,126,124,202.4,84,186.4,99,8.6,1,False
old,415,no,yes,149.9,84,170.9,84,171.5,112,11.5,7,True
old,408,no,no,109,69,265.8,98,228.3,80,12.6,2,False
normal,415,yes,yes,135.6,101,94.9,73,154,118,9.8,3,True
normal,510,no,yes,154.1,122,195.3,150,276.7,86,13.2,2,False
old,408,no,no,288,120,255.8,90,233.4,99,13.4,4,True
old,408,no,no,142.8,106,230.5,87,212.8,74,7.2,8,False
old,415,no,no,245.8,116,286.7,91,240.7,115,9,13,True
old,415,no,no,182.3,64,139.8,121,171.6,96,11.6,7,False
old,415,no,no,165.4,106,273.7,109,210,93,8.7,3,True
old,408,no,no,240.7,119,141.1,102,120.6,56,7.7,2,False
normal,510,no,no,261.4,141,215.7,102,271.8,96,8,6,True
normal,408,no,yes,119.9,83,237.7,98,187.6,159,16.6,2,False
old,415,no,no,209.4,151,347.3,113,246,116,7.4,2,True
old,510,no,no,184.2,92,215,96,100.1,64,11.3,4,False
old,510,no,yes,247.2,105,225.5,133,186.3,76,6.1,5,True
normal,415,no,no,207.2,114,163.7,97,192.8,79,9.3,4,False
new,408,no,no,202.3,105,195.4,131,190.1,88,9,2,True
old,510,no,no,198.8,56,230.1,73,119.8,81,9.9,3,False
old,415,yes,no,324.3,107,141.6,90,207.6,90,12.8,7,True
old,408,no,no,152.1,95,121,105,198,126,9.8,5,False
old,510,yes,no,242.2,102,226.1,80,252,96,13.9,5,True
new,510,no,yes,135.8,104,222.5,101,235.6,92,7.9,6,False
normal,510,yes,no,236.9,107,157.6,105,241,120,7.3,2,True
old,415,no,no,257.3,84,184.8,115,108.9,109,13.5,7,False
old,408,no,no,244.7,84,106.4,95,194.9,61,10.5,1,True
old,510,no,yes,203.8,118,267.1,48,225.1,105,7.3,5,False
normal,408,no,no,107.3,140,238.2,133,271.8,116,10,3,True
normal,415,no,no,191.2,110,163.9,102,243.6,114,14.1,3,False
old,415,no,no,225.9,110,299.1,86,251.3,81,11.2,4,True
old,510,no,no,151.2,89,228.4,117,169.3,107,9.3,2,False
old,510,no,yes,121.6,100,108.3,77,206.3,98,12.3,2,True
normal,415,no,no,152.1,141,215.5,107,262.4,111,12,7,False
normal,415,no,no,247.2,116,303.7,103,105.4,94,9.3,2,True
normal,415,no,no,113.7,67,165.1,127,141.5,142,10.8,3,False
new,415,no,no,155.6,122,223.8,82,50.9,130,10.6,3,True
old,415,no,no,261.7,105,181.8,107,100.9,131,3.3,5,False
new,415,no,no,309.4,86,271.3,98,197.1,116,11.2,5,True
normal,415,no,yes,142.3,107,118.7,56,240.1,91,6.6,8,False
old,408,yes,no,232.2,98,244.7,91,151.3,69,10.6,1,True
new,415,no,yes,93.1,68,246.1,83,94.9,109,8.7,8,False
old,510,no,no,154.5,122,214.2,71,178,105,12,2,True
old,415,yes,yes,188.9,124,160.9,102,197.7,100,11.5,5,False
old,510,no,no,222.4,90,286.3,104,300.8,95,9.9,3,True
normal,415,no,no,86.3,84,238.7,99,238.4,79,12.5,1,False
normal,415,no,yes,113.9,90,257,99,214.5,98,12.9,8,True
old,415,no,no,118.6,89,199.6,97,53.3,61,11.5,5,False
normal,415,no,yes,82.3,105,256.1,91,229.6,98,11.8,2,True
normal,415,no,no,120.5,107,176.3,124,258,121,10.5,5,False
normal,408,no,yes,90,87,276.3,113,185.2,107,8.6,6,True
new,510,yes,no,216.7,117,116.5,126,220,110,9.8,4,False
old,408,no,no,170.4,108,350.5,68,297,87,11.2,3,True
old,510,no,no,126,99,238.5,73,285.1,100,10.2,6,False
normal,415,no,no,85.7,112,221.6,70,190.6,75,11.6,3,True
normal,415,no,yes,249.5,101,259.7,98,222.7,68,9.8,4,False
normal,415,no,no,160.6,110,171.9,97,105.2,56,7.3,2,True
new,415,no,no,200.5,117,159.9,111,196.2,84,16.3,6,False
normal,510,yes,no,125.8,103,207.7,96,207.4,143,14.1,4,True
normal,510,no,no,109.1,134,142.3,76,91.2,86,10.9,5,False
normal,415,no,no,290.5,119,158.4,75,255.6,101,8.6,6,True
normal,510,no,no,211,76,189,100,123,102,4.7,4,False
normal,415,yes,no,149.4,68,171.9,98,214.5,97,17.9,3,True
normal,510,no,no,124,102,262.1,101,268.2,98,11.7,2,False
old,415,yes,yes,244.2,147,199.7,65,144.4,109,15.4,3,True
new,415,no,no,174.7,83,280.8,122,171.7,80,10.5,8,False
normal,408,yes,yes,220.2,109,185.3,99,205.1,82,4.1,2,True
normal,415,no,yes,131.2,63,227.4,125,178.9,105,12.8,2,False
normal,408,no,no,179.3,147,208.9,89,248.2,98,13.5,6,True
old,408,no,no,214.6,78,251.7,98,240.8,88,13.9,2,False
normal,408,no,yes,134.2,105,162.5,128,186.6,90,11.8,2,True
old,415,no,no,169.6,85,58.9,86,179.3,124,7.4,8,False
old,408,yes,no,176.9,110,167.9,100,182.2,138,7.7,2,True
old,510,no,no,172.1,73,228,136,269.4,96,14.1,3,False
old,415,no,yes,153.4,90,151.4,97,153.8,97,12.8,4,True
new,415,no,no,171.5,86,188.8,85,155.1,82,8.5,2,False
old,510,no,no,133.2,80,144.2,98,261,102,12,3,True
normal,408,no,no,181.1,124,229.5,105,122.2,91,5.6,6,False
old,408,yes,no,258,112,246.5,117,173.2,100,10.9,3,True
normal,510,no,no,208.9,71,214.8,92,247.9,108,13,5,False
old,415,no,no,167.4,68,143.8,74,140.1,111,10.3,3,True
old,408,no,yes,219.1,88,151.5,99,50.1,60,14.3,6,False
normal,510,yes,yes,271.5,98,253.4,102,165.4,85,8.2,2,True
old,415,no,no,202.2,132,158.9,78,111.4,98,8.6,4,False
old,415,no,no,279.1,124,180.5,108,217.5,104,9.5,11,True
old,415,no,no,184.5,103,209,86,169.7,70,10.2,6,False
old,415,no,no,160.6,110,185.2,120,120.2,104,9.1,4,True
old,408,no,no,75.8,107,256.9,98,204.4,118,10.5,3,False
normal,415,no,no,151,83,219.7,116,203.9,127,9.7,3,True
new,415,no,no,96.1,103,246.8,134,229.7,92,9.7,4,False
old,415,yes,yes,92.2,95,200,101,119.1,99,5.7,1,True
normal,415,no,no,215.5,81,170.9,100,170.3,59,10.3,3,False
old,408,no,yes,174,80,209.4,113,224.1,87,14.1,7,True
normal,408,no,yes,273,78,215.5,98,104.7,114,9.6,2,False
normal,510,no,no,238,82,278.5,94,193.1,134,11.8,10,True
old,408,no,no,191.8,105,148.7,96,234.8,123,19.3,4,False
old,415,no,yes,111.2,90,263.5,98,224.7,128,9,6,True
old,415,yes,no,267.4,78,204.2,85,111.7,146,5.9,4,False
old,415,no,no,263.7,113,186.5,103,195.3,99,18.3,6,True
old,415,no,yes,189.6,42,179,137,179.6,126,11.4,5,False
old,510,yes,no,345.3,81,203.4,106,217.5,107,11.8,8,True
old,510,no,yes,204.5,92,139.6,121,205,103,8.6,5,False
old,408,yes,yes,156.5,122,209.2,125,158.7,81,11.1,3,True
normal,415,no,no,176.1,113,162,80,160.9,83,11.9,4,False
new,510,no,no,226.3,95,274.3,109,242.7,119,8.2,3,True
old,415,no,no,135.1,109,205.2,99,166.3,119,11.7,4,False
normal,415,no,yes,172.7,93,120.1,116,216.1,86,10.3,5,True
normal,415,no,yes,115.9,120,236.6,95,255,90,11.7,6,False
old,415,no,no,260.6,81,246.1,116,243.3,117,12.8,9,True
normal,415,no,no,168.8,141,211.5,129,86.9,92,10.5,7,False
old,415,yes,yes,270.3,111,215.2,90,254,133,14.4,7,True
normal,408,no,no,158.5,90,254.4,67,178.4,104,14.8,5,False
old,408,no,yes,179.7,144,218.1,129,212.3,105,9.3,8,True
old,408,no,no,139.6,92,250.2,115,158.1,79,10.8,4,False
old,408,no,no,351.5,95,206.8,108,275.8,146,11.9,4,True
old,415,no,no,208.3,89,169.4,67,102,90,15.9,4,False
old,510,no,no,290.5,123,253,77,159.3,96,11.3,5,True
normal,510,no,no,184.5,81,172,103,183.4,96,13.7,3,False
new,510,yes,no,135,108,176.3,111,144.6,96,10.5,1,True
new,510,no,yes,67.4,116,244,78,281.1,93,11.4,2,False
normal,415,no,no,167.1,77,131.8,79,187.4,98,9.4,1,True
normal,415,no,yes,92.7,107,127.8,86,225.6,86,9.9,4,False
old,408,no,no,266.7,105,158.2,88,287.7,111,13.8,3,True
old,415,no,no,157.5,96,271.7,107,138.2,84,10.7,6,False
old,415,yes,yes,198.8,115,166.6,67,198.5,118,14.4,3,True
old,415,no,no,101.4,48,159.1,119,259.2,53,12.2,2,False
old,408,no,no,264.3,90,216.4,101,208.8,72,9.6,3,True
old,510,no,yes,158.2,132,250.6,47,219.3,86,15.1,4,False
old,415,no,no,275.8,103,189.5,108,223.9,93,7.4,5,True
new,415,no,no,201.5,123,129.2,110,220.6,98,12.9,4,False
normal,415,yes,no,153.6,108,232.9,85,214.2,92,14.1,4,True
new,415,no,no,227.4,67,248,115,61.4,109,7.8,6,False
normal,510,yes,no,252.3,120,207,112,284.6,95,12,5,True
old,415,no,no,128.6,83,134,114,210.6,113,11.4,2,False
normal,408,yes,no,236.2,77,218.6,85,194.1,97,13.2,2,True
old,408,no,no,162.6,138,154,109,209.7,118,11.5,4,False
old,415,no,no,211.4,94,184.5,89,243.2,108,5.5,5,True
normal,415,no,yes,141.6,95,207.9,130,203.6,95,10.2,11,False
new,510,no,no,243,91,183.9,77,184.3,109,15.3,6,True
old,415,no,no,190.3,123,301.3,96,214.6,134,8,3,False
old,415,no,no,272.5,119,226.1,94,159.1,94,16.4,5,True
old,415,no,no,170.2,89,187.5,83,119.5,100,4.3,3,False
old,510,no,no,304.2,111,306.6,64,207.9,98,9.5,2,True
old,415,no,no,176.1,90,174.9,106,234.7,134,9.7,4,False
old,415,no,no,61.2,111,92.3,88,197.4,114,13.7,3,True
normal,408,no,yes,262.2,123,165.2,82,194.3,57,10.6,5,False
old,415,yes,no,159.9,94,179.9,95,154.4,102,11.6,2,True
normal,408,no,yes,122.2,88,139,100,141.9,141,5.7,10,False
old,510,yes,no,255.9,128,140.9,92,308.9,130,12.1,2,True
old,408,no,yes,212.4,157,168.7,91,199.4,112,9.7,1,False
new,415,yes,no,265.5,75,119.7,77,169.9,128,14.8,6,True
old,510,no,no,123.7,96,103,80,189.4,82,13.1,4,False
normal,415,no,no,213.9,112,260.5,100,233.8,97,8.4,3,True
old,510,no,yes,219.4,92,180.5,73,104.1,91,11,1,False
old,510,yes,yes,136.4,93,170,90,191.5,73,14.6,4,True
normal,415,no,no,151.6,107,155.4,96,240,112,14.7,4,False
old,510,yes,no,158.7,112,155.7,126,246,110,8.3,1,True
normal,510,no,no,209.4,133,211.5,121,291.2,123,7.2,4,False
new,415,no,no,266.3,90,207.8,117,205,98,14,2,True
new,510,no,no,115.7,105,127.8,113,107.5,91,9.3,6,False
old,415,no,yes,197.3,134,141.1,99,212.1,90,10.1,4,True
old,415,no,yes,231.8,78,232.9,79,206.9,121,7.6,4,False
old,415,yes,no,200.7,72,271.2,79,188.2,97,13.4,7,True
normal,415,no,no,217.8,93,214.7,95,228.7,70,11.3,7,False
new,415,yes,no,237.8,92,208.9,119,167.8,86,15.6,6,True
old,408,no,yes,80.3,94,199.9,124,170.8,117,16.6,3,False
old,510,yes,no,46.5,104,186,114,167.5,95,9.6,4,True
normal,510,yes,no,243.2,109,147,88,94.9,99,7.2,4,False
old,415,yes,yes,211.2,117,312.5,98,178,118,10.7,2,True
old,510,no,yes,166,62,233.9,88,170.1,84,7.7,3,False
old,408,yes,no,124.5,134,141.2,78,268.2,113,11.4,2,True
old,415,no,yes,153.5,78,241.9,108,244.7,110,10.6,3,False
new,408,no,no,257.4,67,261.1,91,204.4,107,13.4,5,True
new,510,no,no,182.1,92,180.4,91,206.4,128,7.2,2,False
old,408,no,no,128.6,108,248.3,92,130.1,115,10.4,2,True
old,415,no,no,143.8,76,274.8,103,194.7,105,12.3,1,False
normal,415,yes,yes,218.4,93,236.7,132,192.2,137,13.2,3,True
old,408,no,yes,201.9,93,156.3,75,131.3,92,13.7,5,False
new,415,no,no,308.6,139,150.8,94,198.7,66,7.3,3,True
old,415,no,no,252.4,74,167.9,81,248.3,110,10.7,3,False
normal,510,no,no,223,109,286.2,76,257.8,132,7.5,7,True
old,415,no,no,178,110,153.8,64,236.6,105,11.7,4,False
old,415,no,no,269.7,85,207.6,86,214.2,107,4.5,15,True
old,415,no,no,185.7,133,235.1,149,256.4,78,16.9,6,False
old,510,yes,no,286.2,61,187.2,60,146.2,114,11,4,True
old,415,no,no,119.1,117,287.7,136,223,100,12.2,4,False
old,415,no,no,222.3,101,286,111,249.4,117,12.1,4,True
new,408,no,no,202.9,97,153.8,104,113.5,92,9,3,False
normal,408,no,no,261.7,97,210.6,48,256.7,83,6,3,True
old,510,no,yes,184.8,76,160.6,86,162,131,9.8,6,False
new,510,no,no,175.7,109,211.8,97,137.9,109,9.2,3,True
old,415,no,yes,171.2,104,193.6,74,196.5,85,10.2,4,False
old,415,no,no,172.8,58,183.1,108,158.8,104,7.9,3,True
new,510,no,no,228.3,80,130.9,75,156.7,98,8.4,9,False
old,408,no,yes,209.5,108,109.6,64,189.7,145,9.1,6,True
old,415,no,no,215.6,78,195.3,119,194.4,65,3.6,5,False
normal,415,no,no,103.5,115,117.9,102,201,94,12,3,True
old,415,no,yes,129,77,290,110,177.1,110,11.6,5,False
normal,415,no,no,325.5,128,300.3,105,199.8,93,5.7,7,True
old,415,no,no,88.5,112,279.5,98,278,69,7.5,12,False
normal,415,no,no,254.1,112,215.9,80,267.1,124,16.3,3,True
normal,510,no,yes,141.4,107,163,105,220,99,5.6,3,False
old,415,no,yes,166.9,85,221.2,92,197.3,97,12.3,4,True
old,510,no,no,81.1,86,245.2,72,237,115,10.3,2,False
normal,415,yes,yes,181.1,59,215.9,116,216.3,106,16.9,4,True
old,408,no,no,162,81,247.5,89,155.5,99,8.9,8,False
normal,415,yes,no,323.7,106,139.2,99,204.4,89,8.5,3,True
old,415,no,no,253.5,104,117.9,123,248.5,104,14,2,False
new,415,no,no,303.2,133,170.5,86,227.6,80,11.5,3,True
old,408,no,no,55.3,102,164.7,124,200.7,108,10.2,5,False
new,415,no,no,92.6,95,161.9,70,285,78,11.3,3,True
old,415,no,no,141.7,95,205.6,101,218.5,60,8.8,6,False
old,408,no,no,276.3,94,226,125,221.4,87,7.2,1,True
normal,415,no,no,196.7,117,272,89,199.9,62,10.1,11,False
new,510,yes,no,172.9,119,183,86,226.4,100,9.8,1,True
old,408,no,yes,207.6,65,152.7,77,232.8,95,9.7,3,False
old,415,yes,no,144.3,70,231.5,125,304.3,137,7,2,True
old,408,no,no,193.6,66,238.2,82,176.4,107,12.9,3,False
normal,415,yes,no,205.9,97,277.4,117,202,139,11,2,True
new,510,no,no,160.4,108,218.1,88,192.9,115,12.5,4,False
normal,415,yes,no,235.1,98,251.8,79,285.9,76,7.2,2,True
normal,415,no,no,209.8,114,171.3,82,154.6,119,9.9,9,False
old,408,yes,no,257.1,53,312.2,127,183,82,8.8,6,True
normal,408,no,yes,168.3,124,270.9,103,222.5,98,6.7,2,False
old,415,no,no,284,92,199.7,78,203.4,141,6.6,2,True
old,408,no,no,149.8,134,164.4,98,294.7,124,8.1,2,False
old,510,no,no,297.9,141,238.1,107,240.5,93,8.9,5,True
new,510,no,no,188.4,63,165.9,89,205.7,71,13.2,2,False
old,415,no,no,242.5,83,245.4,97,219.6,80,10,3,True
normal,415,no,no,184.8,126,198.6,103,103,90,8.3,3,False
old,415,yes,yes,160,95,209.5,110,82.3,107,8.7,5,True
normal,408,no,no,191.9,108,269.8,96,236.8,87,7.8,5,False
old,415,no,no,169.2,124,173.3,108,216.5,64,12.4,4,True
normal,408,no,no,131.5,119,222.3,119,155.3,83,11.1,7,False
old,408,no,no,149.3,83,187.1,130,149.8,100,7.9,4,True
old,408,no,no,227.8,81,161.8,97,217,106,8,5,False
normal,408,no,no,177.2,118,270.5,84,241.8,112,12.3,2,True
normal,510,no,no,61.9,78,262.6,114,212.5,110,8.8,2,False
normal,510,no,yes,130.5,114,208.4,94,141.6,114,11,5,True
normal,408,no,no,207,109,167.4,80,238.2,117,2.6,6,False
normal,415,no,yes,167.9,147,190.7,105,193,103,9.2,6,True
old,415,no,no,185.1,91,227.3,115,198.5,79,12.7,10,False
old,415,yes,no,122.2,112,131.7,94,169.5,106,10.3,9,True
normal,510,no,yes,161.2,114,252.2,83,160.2,92,4.4,8,False
normal,415,no,no,326.3,112,165.1,110,162.9,97,7.5,1,True
normal,415,no,yes,25.9,119,206.5,96,228.1,64,6.5,7,False
old,415,no,no,285.7,44,167.5,144,260,97,8.7,4,True
normal,415,no,no,109.1,97,115.7,96,295.8,84,8.3,6,False
old,408,no,no,231.2,141,267.8,136,240.3,100,8.8,5,True
normal,408,no,no,91.7,90,193.7,123,175,86,9.2,4,False
normal,415,no,no,180.6,92,190.9,114,295.6,125,10.3,4,True
normal,415,no,no,165.5,78,205.5,89,213.6,124,12.2,6,False
new,415,no,no,137.9,160,234.9,107,166.6,70,14.3,3,True
old,415,no,yes,187.5,105,272.3,88,216.4,91,11.7,2,False
old,415,no,no,294.9,71,192.8,78,148.1,87,13.2,5,True
old,510,no,yes,268.5,91,128.8,121,146.4,98,12.7,6,False
old,408,no,no,277.3,138,228.4,117,117.3,103,12.8,4,True
old,415,no,yes,231,85,222.3,82,148,105,8.3,5,False
old,510,no,no,326.5,67,176.3,113,181.7,102,10.7,6,True
old,408,no,no,105,150,251.6,90,258,93,14.9,5,False
new,408,yes,yes,176.9,118,227,121,204.4,115,15.1,3,True
new,415,yes,no,224.3,85,166.3,79,187,117,11.7,3,False
old,408,yes,yes,221.1,137,264.9,99,168.9,108,15.4,4,True
old,415,no,no,200.8,104,181.4,73,89.7,49,9.7,5,False
new,415,yes,no,247.1,114,146.5,110,208.9,94,10.6,2,True
old,415,no,no,87.6,112,266.9,107,214.6,104,9.8,10,False
old,415,no,no,273.8,96,263.1,106,201.5,83,10.8,3,True
old,415,no,yes,125.2,79,177.8,105,232.4,89,12.9,3,False
normal,415,no,no,271.1,101,237.4,133,145.4,103,8.4,6,True
normal,408,no,no,130.4,121,219.9,103,84.1,85,9.8,3,False
normal,415,no,no,227.1,116,120.5,103,117,102,4.7,4,True
normal,415,no,no,180.4,99,135.1,114,206,98,9.5,6,False
old,510,no,no,287.3,123,288,114,266,112,10.5,4,True
old,510,no,no,191.9,107,206.9,127,272,88,12.6,2,False
old,415,no,no,70.7,108,157.5,87,154.8,82,9.1,3,True
normal,408,no,yes,94.8,89,219.1,91,197.4,65,11.4,5,False
old,415,no,no,312,112,180,109,168.6,94,12.8,4,True
new,415,no,yes,214.4,78,235.2,100,206.2,107,8,13,False
normal,415,no,no,337.4,120,227.4,116,153.9,114,15.8,7,True
normal,415,no,no,217.7,114,182,105,113.5,87,8.5,10,False
new,408,no,no,264.9,80,281.2,66,166.1,80,8.4,4,True
normal,510,no,yes,226.4,117,234.7,97,133.6,82,10.8,7,False
normal,415,no,no,129.8,106,188.7,138,212.5,116,8.3,4,True
old,415,no,no,87.7,103,278.2,97,170.6,93,10.5,10,False
old,408,no,no,274,92,231.8,82,283.6,83,6.2,1,True
old,415,no,yes,161.6,123,195.5,103,254.4,103,13.7,3,False
normal,408,no,no,256.4,125,273.9,100,222.7,101,11.1,1,True
normal,510,no,yes,237.6,105,244.9,98,188.3,107,6.8,11,False
normal,415,no,no,272.7,97,236.4,95,235.5,105,7.7,2,True
old,408,no,no,155.2,100,135.9,84,184.6,82,3.8,9,False
old,510,yes,no,204,84,168.5,61,164,102,13.3,3,True
normal,408,no,no,197.7,68,250.5,53,181.2,67,10.5,3,False
old,408,no,no,270.9,98,226.2,110,178.8,60,8.8,5,True
normal,510,no,yes,172.7,86,133.4,113,259.5,70,9.8,3,False
old,510,yes,no,115.6,93,163.2,78,251.3,104,9.7,1,True
old,415,no,no,185,88,224.9,98,212.4,105,11.4,3,False
new,510,no,no,125.5,100,266.2,78,270.4,119,5.9,6,True
normal,408,no,no,207,94,256.3,64,137.6,60,10.4,4,False
normal,408,no,no,174.1,96,251.1,94,257.6,123,8.3,5,True
old,415,no,yes,210.7,119,137.4,51,248.2,92,7.9,6,False
new,415,no,no,293.7,89,272.5,71,178.2,76,11,10,True
normal,415,no,yes,193.4,105,231.6,79,226.2,90,11.1,11,False
normal,408,no,no,135.7,107,208.4,103,209,95,8.8,3,True
normal,415,no,no,203.7,80,230.2,112,120.3,48,9.4,1,False
new,415,yes,no,162.8,118,229.6,91,332.7,94,13.6,3,True
old,415,no,no,175.6,80,238,94,198.4,103,10.2,6,False
old,510,yes,yes,292.9,101,199.7,97,255.3,127,13.8,7,True
normal,415,no,yes,257.4,91,232,101,143.2,73,14.7,2,False
normal,415,yes,yes,125.7,92,275.9,98,214.5,108,14.2,6,True
normal,408,no,no,125.1,99,248.8,62,211.3,79,11.2,3,False
old,415,no,no,112,105,193.7,110,208.9,93,4.1,4,True
normal,415,no,no,62.9,81,231,64,168.9,121,8.5,5,False
old,510,no,yes,110.5,101,208.3,81,87.4,77,13.9,2,True
normal,415,yes,no,266.1,120,182,92,206.5,103,10.3,4,False
normal,415,no,no,266.9,83,229.7,74,251.7,99,11,6,True
new,510,no,yes,243.5,137,236.8,108,173.3,149,9,9,False
normal,415,no,no,300.3,109,181,100,270.1,73,11.7,4,True
normal,408,no,no,242.4,89,161.4,89,142.4,95,5.4,2,False
new,408,no,no,265.6,86,208.8,102,182.5,105,11.1,6,True
old,415,no,yes,155.9,110,161.2,99,229.2,81,11.5,13,False
normal,510,no,no,290.4,108,253.9,92,263.3,126,10.1,5,True
normal,510,no,no,189.5,112,207,95,214.1,91,9.2,7,False
old,415,no,no,261.2,81,209.1,130,281.1,121,11.3,1,True
normal,510,no,no,156.6,88,247.6,75,192.3,115,12.3,5,False
old,408,no,no,133.3,94,247.8,126,219,78,11.3,5,True
new,415,no,no,124.8,133,157.3,143,199.3,72,8.6,4,False
old,415,no,no,197.8,66,133.9,119,177.3,94,10.9,3,True
old,415,no,no,191.3,89,193.9,87,268.4,121,12.8,4,False
old,415,no,no,147.1,119,161,111,275.9,106,9,3,True
new,415,no,no,156.2,104,90,101,205.1,116,7.3,5,False
old,408,no,no,117.8,100,199.2,105,244.1,119,11.8,4,True
old,510,no,yes,211.9,110,215.1,120,238.5,107,9.4,2,False
old,415,yes,yes,160.3,115,273.2,88,203.2,89,11.7,2,True
new,408,no,no,110.3,107,166.5,93,202.3,96,9.5,5,False
new,415,no,no,232.1,74,327.1,88,226.5,119,10.9,2,True
normal,510,no,no,190.7,114,218.2,111,129.6,121,8.1,3,False
new,408,yes,no,160.5,92,235.8,121,111.8,95,13.8,5,True
old,415,no,no,206.3,151,148.6,89,167.2,91,6.1,3,False
old,510,no,no,326.1,119,161,105,220.1,129,11,3,True
old,415,no,no,150.4,119,230.5,99,186.3,76,12.3,4,False
